[Gene ID]	[source_id]	[Min %ile (Within Chosen Samples)]	[Max %ile (Within Chosen Samples)]	[Gene Name or Symbol]	[gene_source_id]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 5]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 10]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 15]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 20]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 25]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 30]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 35]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 40]	[scaled  - Hour 5]	[scaled  - Hour 10]	[scaled  - Hour 15]	[scaled  - Hour 20]	[scaled  - Hour 25]	[scaled  - Hour 30]	[scaled  - Hour 35]	[scaled  - Hour 40]	
PF3D7_1313100	PF3D7_1313100.1	7.4	7.4	N/A	PF3D7_1313100	0.48	0.23	0.22	0.27	0.52	0.51	0.8	0.71	0.03	0.01	0.01	0.05	0.33	0.45	0.8	0.33	
PF3D7_1313200	PF3D7_1313200.1	8.4	8.4	MTFMT	PF3D7_1313200	0.61	0.99	2.26	4.36	9.61	12.04	14.91	11.23	0.04	0.05	0.15	0.79	6.19	10.74	14.91	5.21	
PF3D7_1313300	PF3D7_1313300.1	41.1	41.1	N/A	PF3D7_1313300	7.46	5.34	2.45	3.96	14.44	20.96	20.65	14.92	0.47	0.27	0.16	0.71	9.29	18.7	20.65	6.91	
PF3D7_1313400	PF3D7_1313400.1	49.5	49.5	N/A	PF3D7_1313400	11.49	3.83	3.39	12.25	27.66	39.01	39.18	38.04	0.73	0.2	0.22	2.21	17.8	34.8	39.18	17.63	
PF3D7_1313500	PF3D7_1313500.1	51.1	51.1	N/A	PF3D7_1313500	12.47	2.77	0.89	0.45	0.44	0.79	3.28	25.34	0.79	0.14	0.06	0.08	0.29	0.71	3.28	11.74	
PF3D7_1313600	PF3D7_1313600.1	42.5	42.5	N/A	PF3D7_1313600	8.03	2.03	0.73	0.56	0.38	0.54	2.83	25.24	0.51	0.1	0.05	0.1	0.24	0.48	2.83	11.7	
PF3D7_1313700	PF3D7_1313700.1	21.6	21.6	N/A	PF3D7_1313700	2.56	0.91	1.24	3.57	6.87	11.46	14.04	13.82	0.16	0.05	0.08	0.64	4.42	10.22	14.04	6.41	
PF3D7_1313800	PF3D7_1313800.1	82.9	82.9	N/A	PF3D7_1313800	82.04	82.11	85.69	66.23	42.35	29.33	27.89	21.29	5.19	4.23	5.51	11.93	27.25	26.17	27.89	9.87	
PF3D7_1313900	PF3D7_1313900.1	25.7	25.7	N/A	PF3D7_1313900	3.3	10.19	15.92	20.99	25.46	17.79	21.92	11.63	0.21	0.52	1.02	3.78	16.39	15.87	21.92	5.39	
PF3D7_1314000	PF3D7_1314000.1	10	10	N/A	PF3D7_1314000	0.87	0.82	0.81	1	5.38	13.64	19.07	11.91	0.06	0.04	0.05	0.18	3.46	12.17	19.07	5.52	
PF3D7_1314100	PF3D7_1314100.1	13	13	N/A	PF3D7_1314100	1.31	6.54	11.91	14.43	26.57	28.51	21.34	10.27	0.08	0.34	0.77	2.6	17.1	25.44	21.34	4.76	
PF3D7_1314200	PF3D7_1314200.1	13.9	13.9	TERT	PF3D7_1314200	1.44	1.66	1.42	1.11	8.27	31.81	40.85	24.03	0.09	0.09	0.09	0.2	5.32	28.38	40.85	11.14	
PF3D7_1314300	PF3D7_1314300.1	15.6	15.6	N/A	PF3D7_1314300	1.68	1.55	1.97	4	12.17	29.54	28.11	21.41	0.11	0.08	0.13	0.72	7.83	26.35	28.11	9.92	
PF3D7_1314400	PF3D7_1314400.1	22.7	22.7	N/A	PF3D7_1314400	2.76	2.93	4.79	8.49	10.99	6.89	11.16	8.14	0.17	0.15	0.31	1.53	7.07	6.15	11.16	3.77	
PF3D7_1314500	PF3D7_1314500.1	47.6	47.6	N/A	PF3D7_1314500	10.5	37.74	67.68	83.21	92.38	107.99	174.38	167.69	0.66	1.94	4.36	14.99	59.45	96.34	174.38	77.72	
PF3D7_1314600	PF3D7_1314600.1	10.3	10.3	LipL1	PF3D7_1314600	0.91	7.35	10.08	13.4	24.83	22.79	17.12	8.49	0.06	0.38	0.65	2.41	15.98	20.33	17.12	3.94	
PF3D7_1314700	PF3D7_1314700.1	39.7	39.7	N/A	PF3D7_1314700	6.98	7.53	6.31	18.57	72.84	115.61	123.66	67.68	0.44	0.39	0.41	3.35	46.87	103.14	123.66	31.37	
PF3D7_1314800	PF3D7_1314800.1	9.3	9.3	N/A	PF3D7_1314800	0.76	2.36	1.47	1.65	0.62	1.19	1.31	1.06	0.05	0.12	0.09	0.3	0.4	1.06	1.31	0.49	
PF3D7_1314900	PF3D7_1314900.1	62.1	62.1	P44	PF3D7_1314900	21.46	68.32	118.55	105.65	109.83	128.16	92.57	61.9	1.36	3.52	7.63	19.04	70.68	114.34	92.57	28.69	
PF3D7_1315000	PF3D7_1315000.1	85.8	85.8	N/A	PF3D7_1315000	103.96	71.7	84.49	73.74	58.14	49.27	44.68	43.38	6.58	3.69	5.44	13.29	37.42	43.96	44.68	20.11	
PF3D7_1315100	PF3D7_1315100.1	44.2	44.2	PK9	PF3D7_1315100	8.77	4.82	4.54	5.23	9.6	5.37	3.54	3.49	0.56	0.25	0.29	0.94	6.18	4.79	3.54	1.62	
PF3D7_1315200	PF3D7_1315200.1	18.9	18.9	N/A	PF3D7_1315200	2.16	0.87	0.86	2.5	9.95	11.32	7.43	5.06	0.14	0.04	0.06	0.45	6.41	10.1	7.43	2.35	
PF3D7_1315300	PF3D7_1315300.1	40.9	40.9	N/A	PF3D7_1315300	7.39	1.26	0.48	0.2	0.35	1.77	15.72	48	0.47	0.06	0.03	0.04	0.22	1.58	15.72	22.25	
PF3D7_1315400	PF3D7_1315400.1	93.7	93.7	N/A	PF3D7_1315400	283.71	294.7	375.55	375.61	393.55	316.47	298.53	282.15	17.96	15.17	24.17	67.68	253.26	282.33	298.53	130.78	
PF3D7_1315500	PF3D7_1315500.1	80.9	80.9	N/A	PF3D7_1315500	69.41	56.51	73.64	112.93	143.37	109.01	83.04	89.82	4.39	2.91	4.74	20.35	92.26	97.25	83.04	41.63	
PF3D7_1315600	PF3D7_1315600.1	76.6	76.6	PIS	PF3D7_1315600	50.14	22.18	20.11	36.82	50.59	75.17	115.73	181.25	3.17	1.14	1.29	6.63	32.56	67.06	115.73	84.01	
PF3D7_1315700	PF3D7_1315700.1	54.3	54.3	GCD14	PF3D7_1315700	14.47	47.11	79.92	111.75	102.72	72.19	59.65	49.57	0.92	2.43	5.14	20.14	66.1	64.4	59.65	22.97	
PF3D7_1315800	PF3D7_1315800.1	50.3	50.3	MYB1	PF3D7_1315800	12.03	12.6	20.43	30.5	40.36	48.16	54.64	41.18	0.76	0.65	1.31	5.5	25.97	42.97	54.64	19.09	
PF3D7_1315900	PF3D7_1315900.1	71.6	71.6	N/A	PF3D7_1315900	37.66	50.84	63.47	60.82	74.82	69.82	71.96	63.06	2.38	2.62	4.08	10.96	48.15	62.29	71.96	29.23	
PF3D7_1316000	PF3D7_1316000.1	28.1	28.1	N/A	PF3D7_1316000	3.82	5.39	5.57	4.46	3.77	3.54	1.84	1.71	0.24	0.28	0.36	0.8	2.43	3.16	1.84	0.79	
PF3D7_1316100	PF3D7_1316100.1	70.7	70.7	IPK2	PF3D7_1316100	35.45	65.8	73.86	62.21	52.48	55.02	98.53	94.7	2.24	3.39	4.75	11.21	33.78	49.08	98.53	43.89	
PF3D7_1316200	PF3D7_1316200.1	87.9	87.9	N/A	PF3D7_1316200	131.19	25.24	10.18	7.25	14.35	13.18	11.47	21.84	8.3	1.3	0.66	1.31	9.23	11.76	11.47	10.12	
PF3D7_1316300	PF3D7_1316300.1	12.9	12.9	N/A	PF3D7_1316300	1.29	3.43	2.81	1.55	0.79	2.02	1.11	1.49	0.08	0.18	0.18	0.28	0.51	1.8	1.11	0.69	
PF3D7_1316400	PF3D7_1316400.1	25.4	25.4	SAS6L	PF3D7_1316400	3.26	2.62	3.72	3.13	2.05	4.93	4.87	1.64	0.21	0.14	0.24	0.56	1.32	4.4	4.87	0.76	
PF3D7_1316500	PF3D7_1316500.1	58.5	58.5	PRP40	PF3D7_1316500	17.79	38.07	51.6	54.06	60.03	57.89	50.21	27.92	1.13	1.96	3.32	9.74	38.63	51.65	50.21	12.94	
PF3D7_1316600	PF3D7_1316600.1	79.1	79.1	CCT	PF3D7_1316600	60.17	15.14	5.87	24.66	36.98	54.56	62.46	110.34	3.81	0.78	0.38	4.44	23.8	48.68	62.46	51.14	
PF3D7_1316700	PF3D7_1316700.1	16.9	16.9	N/A	PF3D7_1316700	1.85	1.73	2.68	2.2	3.05	4.02	3.43	4.31	0.12	0.09	0.17	0.4	1.96	3.58	3.43	2	
PF3D7_1316800	PF3D7_1316800.1	60.5	60.5	SEC20	PF3D7_1316800	19.73	62.58	88.52	83.63	87.05	99.99	119.72	120.25	1.25	3.22	5.7	15.07	56.02	89.21	119.72	55.74	
PF3D7_1316900	PF3D7_1316900.1	70.7	70.7	N/A	PF3D7_1316900	35.42	44.21	58.98	76.36	83.1	79.06	83.26	64.27	2.24	2.28	3.8	13.76	53.48	70.53	83.26	29.79	
PF3D7_1317000	PF3D7_1317000.1	66.3	66.3	USP39	PF3D7_1317000	27.29	47.44	68.83	93.69	74.65	79.88	93.18	92.1	1.73	2.44	4.43	16.88	48.04	71.26	93.18	42.69	
PF3D7_1317100	PF3D7_1317100.1	58.9	58.9	MCM4	PF3D7_1317100	18.23	7.17	2.77	3.5	34.59	135.07	209.04	250.62	1.15	0.37	0.18	0.63	22.26	120.5	209.04	116.16	
PF3D7_1317200	PF3D7_1317200.1	14.8	14.8	ApiAP2	PF3D7_1317200	1.58	1.98	17.64	51.35	53.79	22.85	15.52	6.44	0.1	0.1	1.14	9.25	34.62	20.39	15.52	2.99	
PF3D7_1317300	PF3D7_1317300.1	49.4	49.4	N/A	PF3D7_1317300	11.44	42.19	122.88	149.81	174.48	215.68	218.32	183.27	0.72	2.17	7.91	27	112.29	192.42	218.32	84.95	
PF3D7_1317400	PF3D7_1317400.1	40.5	40.5	N/A	PF3D7_1317400	7.26	24.65	120.75	192.08	285.32	291.25	275.25	158.33	0.46	1.27	7.77	34.61	183.61	259.83	275.25	73.38	
PF3D7_1317500	PF3D7_1317500.1	33.1	33.1	N/A	PF3D7_1317500	4.91	3.34	1.45	12.32	26.37	81.61	85.02	65.04	0.31	0.17	0.09	2.22	16.97	72.81	85.02	30.14	
PF3D7_1317600	PF3D7_1317600.1	29.1	29.1	N/A	PF3D7_1317600	4.1	3.63	7.22	14.24	34.53	61.93	72.58	59.78	0.26	0.19	0.46	2.57	22.22	55.25	72.58	27.71	
PF3D7_1317700	PF3D7_1317700.1	68.7	68.7	N/A	PF3D7_1317700	31.39	58.39	80.58	93.11	102.17	90.96	69.92	55.07	1.99	3.01	5.19	16.78	65.75	81.15	69.92	25.53	
PF3D7_1317800	PF3D7_1317800.1	95.7	95.7	RPS19	PF3D7_1317800	439.49	1239.87	1798.62	2115.22	2183.54	1696.47	1494.86	1031.21	27.82	63.83	115.75	381.14	1405.2	1513.47	1494.86	477.96	
PF3D7_1317900	PF3D7_1317900.1	73.7	73.7	N/A	PF3D7_1317900	42.12	80.01	99.94	88.29	88.5	50.96	23.93	9.76	2.67	4.12	6.43	15.91	56.95	45.46	23.93	4.52	
PF3D7_1318000	PF3D7_1318000.1	80.1	80.1	N/A	PF3D7_1318000	64.94	75.05	84.12	74.88	46.18	26.53	23.14	55.79	4.11	3.86	5.41	13.49	29.72	23.67	23.14	25.86	
PF3D7_1318100	PF3D7_1318100.1	39.6	39.6	N/A	PF3D7_1318100	6.97	6.63	2.18	8.87	38.91	73.7	120.94	134.99	0.44	0.34	0.14	1.6	25.04	65.75	120.94	62.57	
PF3D7_1318200	PF3D7_1318200.1	9.9	9.9	G3PAT	PF3D7_1318200	0.85	0.37	0.16	0.24	0.07	1.94	2.2	2.26	0.05	0.02	0.01	0.04	0.04	1.73	2.2	1.05	
PF3D7_1318300	PF3D7_1318300.1	24.3	24.3	N/A	PF3D7_1318300	3.06	3.49	5.6	15.4	23.53	16.84	17.76	11.97	0.19	0.18	0.36	2.77	15.14	15.02	17.76	5.55	
PF3D7_1318400	PF3D7_1318400.1	70.3	70.3	SMC2	PF3D7_1318400	34.25	17.67	12.3	19.16	59.72	163.07	303.36	286.1	2.17	0.91	0.79	3.45	38.43	145.48	303.36	132.6	
PF3D7_1318500	PF3D7_1318500.1	23.1	23.1	N/A	PF3D7_1318500	2.82	1.18	1.86	1.14	2.05	2.62	5.79	7.52	0.18	0.06	0.12	0.21	1.32	2.34	5.79	3.48	
PF3D7_1318600	PF3D7_1318600.1	22.9	22.9	N/A	PF3D7_1318600	2.8	2.25	1.59	1.41	2.27	6.94	10.06	13.25	0.18	0.12	0.1	0.25	1.46	6.19	10.06	6.14	
PF3D7_1318700	PF3D7_1318700.1	81.7	81.7	N/A	PF3D7_1318700	73.28	14.66	4.41	2.35	1.21	1.51	1.36	15.23	4.64	0.75	0.28	0.42	0.78	1.34	1.36	7.06	
PF3D7_1318800	PF3D7_1318800.1	94	94	SEC63	PF3D7_1318800	308	186.2	164.31	176.61	210.77	188.53	196.9	189.05	19.5	9.59	10.57	31.82	135.64	168.2	196.9	87.62	
PF3D7_1318900	PF3D7_1318900.1	35.7	35.7	N/A	PF3D7_1318900	5.78	2.27	1.63	1.18	0.95	1.46	0.52	0.81	0.37	0.12	0.1	0.21	0.61	1.3	0.52	0.37	
PF3D7_1319000	PF3D7_1319000.1	20	20	N/A	PF3D7_1319000	2.33	2.28	1.94	1.49	2.5	6.1	7.28	5.73	0.15	0.12	0.12	0.27	1.61	5.44	7.28	2.66	
PF3D7_1319100	PF3D7_1319100.1	78.3	78.3	N/A	PF3D7_1319100	56.4	68.77	69.49	44.79	17.33	17.39	26.64	26.63	3.57	3.54	4.47	8.07	11.15	15.52	26.64	12.34	
PF3D7_1319200	PF3D7_1319200.1	24.6	24.6	N/A	PF3D7_1319200	3.09	4.29	3.65	3.45	5.68	3.9	3.08	2.09	0.2	0.22	0.24	0.62	3.66	3.48	3.08	0.97	
PF3D7_1319300	PF3D7_1319300.1	78.8	78.8	TRM1	PF3D7_1319300	58.61	88.69	108.11	103.82	101.19	69.18	39.61	16.53	3.71	4.57	6.96	18.71	65.12	61.72	39.61	7.66	
PF3D7_1319400	PF3D7_1319400.1	76.3	76.3	N/A	PF3D7_1319400	49.41	26.65	16.01	12.55	48.93	181.71	368.69	409.01	3.13	1.37	1.03	2.26	31.49	162.11	368.69	189.57	
PF3D7_1319500	PF3D7_1319500.1	16.6	16.6	N/A	PF3D7_1319500	1.81	0.4	1.75	10.87	30.91	30.13	38.14	25.04	0.11	0.02	0.11	1.96	19.89	26.88	38.14	11.61	
PF3D7_1319600	PF3D7_1319600.1	38.4	38.4	N/A	PF3D7_1319600	6.55	4.73	3.67	2.79	1.6	2.61	4.63	8.52	0.41	0.24	0.24	0.5	1.03	2.33	4.63	3.95	
PF3D7_1319700	PF3D7_1319700.1	17.3	17.3	N/A	PF3D7_1319700	1.94	1.89	2.02	1.29	4.14	10.44	18.44	14.79	0.12	0.1	0.13	0.23	2.67	9.32	18.44	6.86	
PF3D7_1319800	PF3D7_1319800.1	58.1	58.1	N/A	PF3D7_1319800	17.45	16.05	23.54	14.75	6.24	7.98	5.42	4.5	1.1	0.83	1.51	2.66	4.01	7.12	5.42	2.09	
PF3D7_1319900	PF3D7_1319900.1	7.5	7.5	N/A	PF3D7_1319900	0.48	0.4	0.48	0.66	3.28	6.23	5.62	2.92	0.03	0.02	0.03	0.12	2.11	5.56	5.62	1.35	
PF3D7_1320000	PF3D7_1320000.1	81.1	81.1	GP1	PF3D7_1320000	70.12	87.88	97.05	70.99	32.79	26.56	35.8	40.35	4.44	4.52	6.25	12.79	21.1	23.7	35.8	18.7	
PF3D7_1320100	PF3D7_1320100.1	56.4	56.4	ClpS	PF3D7_1320100	15.84	7.94	4.24	4.9	14.44	47.39	75.68	94.71	1	0.41	0.27	0.88	9.29	42.28	75.68	43.9	
PF3D7_1320200	PF3D7_1320200.1	21.2	21.2	N/A	PF3D7_1320200	2.49	1.87	1.36	1.82	9.1	18.78	19.26	17.89	0.16	0.1	0.09	0.33	5.85	16.76	19.26	8.29	
PF3D7_1320300	PF3D7_1320300.1	15.3	15.3	N/A	PF3D7_1320300	1.64	4.55	14.93	15.52	21.46	30.31	26.78	18.58	0.1	0.23	0.96	2.8	13.81	27.04	26.78	8.61	
PF3D7_1320400	PF3D7_1320400.1	22.6	22.6	SPB	PF3D7_1320400	2.74	8.01	16.91	23.83	29.28	39.73	33.01	22.43	0.17	0.41	1.09	4.29	18.84	35.44	33.01	10.4	
PF3D7_1320500	PF3D7_1320500.1	47.5	47.5	SNAP23	PF3D7_1320500	10.41	18.99	60.37	89.71	99.44	98.94	103.45	81.06	0.66	0.98	3.88	16.16	64	88.27	103.45	37.57	
PF3D7_1320600	PF3D7_1320600.1	92.8	92.8	RAB11a	PF3D7_1320600	247.95	163.96	172.4	193.77	213.12	204.72	179.09	164	15.7	8.44	11.09	34.92	137.15	182.63	179.09	76.01	
PF3D7_1320700	PF3D7_1320700.1	70.9	70.9	N/A	PF3D7_1320700	36.16	11.64	3.49	2.58	5.18	19.06	44.05	124.57	2.29	0.6	0.22	0.46	3.34	17.01	44.05	57.74	
PF3D7_1320800	PF3D7_1320800.1	35.5	35.5	N/A	PF3D7_1320800	5.63	3.2	1.94	2.55	33.81	84.35	84.54	61.27	0.36	0.16	0.12	0.46	21.76	75.25	84.54	28.4	
PF3D7_1320900	PF3D7_1320900.1	47.7	47.7	N/A	PF3D7_1320900	10.51	42.45	49.36	55.92	64.39	62.5	67.37	56.89	0.67	2.19	3.18	10.08	41.44	55.76	67.37	26.37	
PF3D7_1321000	PF3D7_1321000.1	24.6	24.6	N/A	PF3D7_1321000	3.08	1.01	1.29	1	1.05	1.03	1.53	5.27	0.2	0.05	0.08	0.18	0.68	0.92	1.53	2.44	
PF3D7_1321100	PF3D7_1321100.1	75.3	75.3	N/A	PF3D7_1321100	46	9.61	1.68	0.85	0.48	1.33	7.19	65.64	2.91	0.49	0.11	0.15	0.31	1.19	7.19	30.42	
PF3D7_1321200	PF3D7_1321200.1	57.9	57.9	N/A	PF3D7_1321200	17.2	36.9	60.49	57.4	65.32	61.69	68.89	80.03	1.09	1.9	3.89	10.34	42.03	55.03	68.89	37.1	
PF3D7_1321300	PF3D7_1321300.1	78.2	78.2	N/A	PF3D7_1321300	56.2	60.52	66.33	51.53	50.97	38.19	38.86	23.25	3.56	3.12	4.27	9.29	32.8	34.07	38.86	10.78	
PF3D7_1321400	PF3D7_1321400.1	86.5	86.5	DHHC8	PF3D7_1321400	114.78	52.06	45.45	37.92	40.34	26.09	36.74	51.44	7.27	2.68	2.92	6.83	25.96	23.28	36.74	23.84	
PF3D7_1321500	PF3D7_1321500.1	72.8	72.8	PDEbeta	PF3D7_1321500	39.82	8.77	2.49	2.89	9.6	16.96	59.42	171.46	2.52	0.45	0.16	0.52	6.18	15.13	59.42	79.47	
PF3D7_1321500	PF3D7_1321500.2	72.8	72.8	PDEbeta	PF3D7_1321500	39.82	8.77	2.49	2.89	9.6	16.96	59.42	171.46	2.52	0.45	0.16	0.52	6.18	15.13	59.42	79.47	
PF3D7_1321600	PF3D7_1321600.1	24.3	24.3	PDEgamma	PF3D7_1321600	3.04	1.64	0.68	0.64	0.5	0.78	1.24	2.76	0.19	0.08	0.04	0.11	0.32	0.7	1.24	1.28	
PF3D7_1321700	PF3D7_1321700.1	92.3	92.3	SF1	PF3D7_1321700	227.68	484.52	517.67	500.63	538.14	508.63	453.35	279.93	14.41	24.94	33.31	90.21	346.31	453.76	453.35	129.75	
PF3D7_1321800	PF3D7_1321800.1	89.1	89.1	N/A	PF3D7_1321800	149.46	207.69	229.49	205.14	187.22	123.05	101.26	130.5	9.46	10.69	14.77	36.96	120.48	109.78	101.26	60.49	
PF3D7_1321900	PF3D7_1321900.1	97.2	97.2	N/A	PF3D7_1321900	632.29	239.58	143.66	116.46	104.91	91.48	64.06	73.71	40.02	12.33	9.24	20.98	67.52	81.61	64.06	34.16	
PF3D7_1322000	PF3D7_1322000.1	75.8	75.8	N/A	PF3D7_1322000	47.47	7.8	2.37	1.38	10.92	43.42	95.54	118.23	3	0.4	0.15	0.25	7.03	38.74	95.54	54.8	
PF3D7_1322100	PF3D7_1322100.1	82.5	82.5	SET2	PF3D7_1322100	78.73	87.77	83.89	59.78	50	32.13	24.42	10.07	4.98	4.52	5.4	10.77	32.18	28.66	24.42	4.67	
PF3D7_1322200	PF3D7_1322200.1	44.9	44.9	N/A	PF3D7_1322200	9.12	4.51	2.95	7.24	18.41	25.92	43.94	52.34	0.58	0.23	0.19	1.3	11.85	23.12	43.94	24.26	
PF3D7_1322300	PF3D7_1322300.1	24.8	24.8	N/A	PF3D7_1322300	3.13	2.64	2.88	5	20.31	53.79	61.96	36	0.2	0.14	0.19	0.9	13.07	47.99	61.96	16.68	
PF3D7_1322400	PF3D7_1322400.1	39.3	39.3	N/A	PF3D7_1322400	6.87	12.39	21.61	32.88	31.39	22.18	16.55	13.41	0.43	0.64	1.39	5.93	20.2	19.79	16.55	6.22	
PF3D7_1322500	PF3D7_1322500.1	65.8	65.8	DHHC5	PF3D7_1322500	26.54	9.54	3.48	2.07	2.16	13.3	50.78	135.84	1.68	0.49	0.22	0.37	1.39	11.87	50.78	62.96	
PF3D7_1322600	PF3D7_1322600.1	45.1	45.1	N/A	PF3D7_1322600	9.2	2.11	0.96	0.7	0.91	1.45	8.8	40.7	0.58	0.11	0.06	0.13	0.59	1.29	8.8	18.86	
PF3D7_1322700	PF3D7_1322700.1	12.7	12.7	N/A	PF3D7_1322700	1.28	2.17	1.64	1.12	6.75	22.03	22.31	13.74	0.08	0.11	0.11	0.2	4.34	19.65	22.31	6.37	
PF3D7_1322800	PF3D7_1322800.1	16.1	16.1	N/A	PF3D7_1322800	1.76	1.81	3.1	2.25	7.37	28.31	44.31	41.01	0.11	0.09	0.2	0.41	4.75	25.26	44.31	19.01	
PF3D7_1322900	PF3D7_1322900.1	29.8	29.8	N/A	PF3D7_1322900	4.25	6.26	5.95	6.18	4.39	8.83	10.92	9.25	0.27	0.32	0.38	1.11	2.83	7.88	10.92	4.29	
PF3D7_1323000	PF3D7_1323000.1	34.8	34.8	FabZ	PF3D7_1323000	5.44	7.28	4.53	5.79	4.9	7.8	8.46	11.11	0.34	0.38	0.29	1.04	3.15	6.96	8.46	5.15	
PF3D7_1323100	PF3D7_1323100.1	89.7	89.7	N/A	PF3D7_1323100	162.01	638.91	1072.23	1305.01	1444.87	1096.55	860.9	628.96	10.26	32.89	69	235.15	929.83	978.26	860.9	291.52	
PF3D7_1323200	PF3D7_1323200.1	72.5	72.5	N/A	PF3D7_1323200	39.45	136.44	228.59	334.1	286.4	315.54	368.75	417.51	2.5	7.02	14.71	60.2	184.31	281.5	368.75	193.51	
PF3D7_1323300	PF3D7_1323300.1	33.8	33.8	N/A	PF3D7_1323300	5.1	3.49	3.99	5.17	8.83	31.11	63.32	59.59	0.32	0.18	0.26	0.93	5.68	27.76	63.32	27.62	
PF3D7_1323400	PF3D7_1323400.1	96.4	96.4	RPL23	PF3D7_1323400	532.99	1889.05	2816.04	3293.86	3460.26	2954.09	2622.02	1791.35	33.74	97.25	181.22	593.52	2226.82	2635.42	2622.02	830.27	
PF3D7_1323500	PF3D7_1323500.1	48.3	48.3	PMV	PF3D7_1323500	10.86	37.63	59.31	64.36	54.63	49.06	70.05	82.83	0.69	1.94	3.82	11.6	35.16	43.76	70.05	38.39	
PF3D7_1323600	PF3D7_1323600.1	24.5	24.5	N/A	PF3D7_1323600	3.08	2.29	1.33	9.03	30.23	45.59	54.23	40.26	0.2	0.12	0.09	1.63	19.45	40.68	54.23	18.66	
PF3D7_1323700	PF3D7_1323700.1	92	92	GAPM1	PF3D7_1323700	218.45	55.16	15.07	5.26	2.9	8.6	68.09	610.57	13.83	2.84	0.97	0.95	1.87	7.67	68.09	282.99	
PF3D7_1323800	PF3D7_1323800.1	36.7	36.7	VPS52	PF3D7_1323800	6.05	15.31	23.25	18.33	14.73	17.73	25.92	25.57	0.38	0.79	1.5	3.3	9.48	15.82	25.92	11.85	
PF3D7_1323900	PF3D7_1323900.1	81.5	81.5	N/A	PF3D7_1323900	72.35	222.31	283.03	259.67	213.07	184.15	159.66	97.55	4.58	11.45	18.21	46.79	137.12	164.29	159.66	45.22	
PF3D7_1324000	PF3D7_1324000.1	40	40	N/A	PF3D7_1324000	7.1	39.17	69.41	74.34	61.33	37.93	24.36	8.64	0.45	2.02	4.47	13.39	39.47	33.83	24.36	4	
PF3D7_1324100	PF3D7_1324100.1	59.4	59.4	N/A	PF3D7_1324100	18.7	7.02	3.44	3.49	19.06	75.57	111.49	131.6	1.18	0.36	0.22	0.63	12.26	67.42	111.49	60.99	
PF3D7_1324200	PF3D7_1324200.1	89.2	89.2	N/A	PF3D7_1324200	151.24	399.85	429.15	385.1	320.61	336.44	434.63	309.32	9.57	20.59	27.62	69.39	206.32	300.15	434.63	143.37	
PF3D7_1324300	PF3D7_1324300.1	33	33	N/A	PF3D7_1324300	4.89	4.14	3.86	3.1	10.45	19.21	21.26	11.26	0.31	0.21	0.25	0.56	6.73	17.14	21.26	5.22	
PF3D7_1324400	PF3D7_1324400.1	88.4	88.4	PRELID	PF3D7_1324400	138.27	168.05	138.75	81.37	63.29	66.79	82.29	64.64	8.75	8.65	8.93	14.66	40.73	59.58	82.29	29.96	
PF3D7_1324500	PF3D7_1324500.1	26.8	26.8	N/A	PF3D7_1324500	3.55	2.35	1.31	2.34	17.99	48.89	64.32	44.16	0.22	0.12	0.08	0.42	11.58	43.62	64.32	20.47	
PF3D7_1324600	PF3D7_1324600.1	20.1	20.1	N/A	PF3D7_1324600	2.35	2.75	2.23	2.02	9.46	20.1	27.53	17.31	0.15	0.14	0.14	0.36	6.09	17.93	27.53	8.02	
PF3D7_1324700	PF3D7_1324700.1	74.5	74.5	YKT6.2	PF3D7_1324700	44.07	54.41	67.67	58.63	46.49	44.7	62.75	119.14	2.79	2.8	4.36	10.56	29.92	39.88	62.75	55.22	
PF3D7_1324800	PF3D7_1324800.1	31.7	31.7	DHFS-FPGS	PF3D7_1324800	4.61	5.98	8.95	15.78	33.77	88.25	101.92	87.56	0.29	0.31	0.58	2.84	21.73	78.73	101.92	40.58	
PF3D7_1324900	PF3D7_1324900.1	85.4	85.4	LDH	PF3D7_1324900	99.76	709.54	1374.28	1505.71	1643.56	2340.23	1343.22	807.2	6.31	36.53	88.44	271.32	1057.7	2087.79	1343.22	374.13	
PF3D7_1325000	PF3D7_1325000.1	61.8	61.8	LSM6	PF3D7_1325000	20.9	60.87	74.27	96.19	121.34	128.12	125.83	115.57	1.32	3.13	4.78	17.33	78.09	114.3	125.83	53.57	
PF3D7_1325100	PF3D7_1325100.1	87.8	87.8	N/A	PF3D7_1325100	130.83	344.75	437.38	515.83	585.21	595.72	460.96	297.78	8.28	17.75	28.15	92.95	376.61	531.46	460.96	138.02	
PF3D7_1325200	PF3D7_1325200.1	38.3	38.3	N/A	PF3D7_1325200	6.49	9.15	8.79	24.34	24.55	11.28	8.47	9.06	0.41	0.47	0.57	4.39	15.8	10.06	8.47	4.2	
